Agent ID,0
Number of waypoints,2
Point-0,0,-0.0551801,-0.039975,0.119811
Point-1,1.02652,-0.0191367,0.0264226,0.120022
Agent ID,1
Number of waypoints,2
Point-0,0,0.0305355,0.0257021,0.146893
Point-1,1.72331,-0.0480726,-0.0362118,0.178702
Agent ID,2
Number of waypoints,6
Point-0,0,-0.00976547,-0.0292643,0.061937
Point-1,0.275095,-0.00976547,-0.0276722,0.0878544
Point-2,0.321033,-0.00976547,-0.0230784,0.0878544
Point-3,0.352478,-0.00940837,-0.020291,0.0878544
Point-4,0.881195,0.0113342,0.00424395,0.0954486
Point-5,1.67803,0.0376781,0.0145401,0.138492
Agent ID,3
Number of waypoints,2
Point-0,0,0.0337162,-0.00710119,0.0643761
Point-1,1.76239,-0.0228411,-0.054527,0.136632
Agent ID,4
Number of waypoints,5
Point-0,0,0.00355871,0.0180167,0.118901
Point-1,1.23367,-0.026822,-0.0160689,0.06
Point-2,1.40991,-0.0137603,-0.020631,0.06
Point-3,1.58615,-0.00408299,-0.020631,0.0679466
Point-4,1.85745,-0.00408299,-0.0477614,0.0679466
Agent ID,5
Number of waypoints,2
Point-0,0,-0.055498,-0.0115354,0.174253
Point-1,1.37547,0.017084,-0.0306207,0.128373
