Agent ID,0
Number of waypoints,2
Point-0,0,-0.0263733,0.00475982,0.128157
Point-1,0.783551,-0.0104962,0.000964895,0.0694739
Agent ID,1
Number of waypoints,5
Point-0,0,0.0532155,0.0532319,0.0766606
Point-1,1.52916,0.0532155,-0.0316591,0.144685
Point-2,2.09268,0.0235203,-0.0583164,0.144685
Point-3,2.15034,0.0235203,-0.0583164,0.150451
Point-4,2.74571,-0.0033401,-0.039012,0.163823
Agent ID,2
Number of waypoints,2
Point-0,0,0.017772,-0.0493096,0.0933482
Point-1,0.713583,0.0472405,-0.0172506,0.103179
Agent ID,3
Number of waypoints,2
Point-0,0,-0.0441892,-0.0531669,0.0840263
Point-1,1.52916,0.00951939,-0.00165555,0.131722
Agent ID,4
Number of waypoints,3
Point-0,0,0.00499597,0.059088,0.069043
Point-1,0.040472,0.00499597,0.0550408,0.069043
Point-2,0.935811,-0.00940591,0.0550408,0.144175
Agent ID,5
Number of waypoints,2
Point-0,0,0.0591858,-0.0172374,0.148161
Point-1,0.83027,0.0443634,-0.052675,0.115394
