Agent ID,0
Number of waypoints,8
Point-0,0,-0.0401059,0.00637258,0.091214
Point-1,0.114524,-0.0319092,0.00608712,0.0941843
Point-2,0.114524,-0.0319092,0.00608712,0.0941843
Point-3,0.114524,-0.0319092,0.00608712,0.0941843
Point-4,0.323441,-0.0319092,0.00608712,0.115076
Point-5,0.61099,-0.0311144,0.00608712,0.143036
Point-6,1.22198,0.00331383,0.00608712,0.169707
Point-7,1.85809,0.0458167,0.0233907,0.173511
Agent ID,1
Number of waypoints,2
Point-0,0,0.0505859,0.0144163,0.0921429
Point-1,0.804496,0.0131726,-0.000649862,0.120113
Agent ID,2
Number of waypoints,2
Point-0,0,0.0117575,0.0468103,0.137868
Point-1,1.19685,-0.0494277,0.0379715,0.0882071
Agent ID,3
Number of waypoints,3
Point-0,0,0.0263048,-0.00432644,0.123335
Point-1,0.529241,0.0263048,-0.00432644,0.0704109
Point-2,1.32838,0.000212658,-0.058148,0.0704109
Agent ID,4
Number of waypoints,2
Point-0,0,-0.0114026,-0.0146562,0.0604991
Point-1,2.03663,0.0128317,0.0522339,0.173038
Agent ID,5
Number of waypoints,5
Point-0,0,0.0385955,0.0271329,0.164574
Point-1,0.406,-0.000828333,0.028309,0.164574
Point-2,1.27653,-0.000828333,-0.0453306,0.151161
Point-3,1.84129,-0.000828333,-0.0453306,0.0946846
Point-4,2.00084,-0.0167835,-0.0453306,0.0946846
