Agent ID,0
Number of waypoints,2
Point-0,0,-0.0341053,-0.0413186,0.109057
Point-1,0.816168,-0.0326578,0.0241319,0.0943382
Agent ID,1
Number of waypoints,5
Point-0,0,-0.0382299,0.0348616,0.163218
Point-1,0.24485,-0.0382299,0.0103766,0.163218
Point-2,0.652934,-0.0354345,0.00073588,0.134846
Point-3,1.54129,-0.0354345,-0.0243656,0.0711112
Point-4,1.58189,-0.0354345,-0.025287,0.0679732
Agent ID,2
Number of waypoints,2
Point-0,0,-0.0520873,0.0254427,0.102607
Point-1,0.861397,-0.0485028,0.0307469,0.179858
Agent ID,3
Number of waypoints,6
Point-0,0,-0.0432802,0.00291028,0.124199
Point-1,0.24485,-0.0467277,-0.00781653,0.113888
Point-2,0.850777,-0.0511633,-0.0419481,0.0918628
Point-3,0.952075,-0.0511633,-0.0520779,0.0918628
Point-4,1.03207,-0.0511633,-0.0520779,0.0838631
Point-5,1.45939,-0.00843101,-0.0520779,0.0838631
Agent ID,4
Number of waypoints,2
Point-0,0,0.0226023,-0.0503923,0.0718189
Point-1,1.70423,-0.0377131,-0.042262,0.173796
Agent ID,5
Number of waypoints,2
Point-0,0,0.0486844,-0.0463738,0.131273
Point-1,0.80087,0.0248155,-0.0324367,0.173554
