Agent ID,0
Number of waypoints,2
Point-0,0,-0.00327422,-0.0505429,0.0654366
Point-1,1.56756,-0.042831,-0.0398422,0.171935
Agent ID,1
Number of waypoints,2
Point-0,0,0.0493298,0.0125002,0.138103
Point-1,0.578835,0.021193,-0.00851853,0.129375
Agent ID,2
Number of waypoints,2
Point-0,0,0.0270057,0.0256784,0.100192
Point-1,0.461299,0.0115901,0.0393897,0.117195
Agent ID,3
Number of waypoints,3
Point-0,0,0.00719867,-0.0346278,0.0910358
Point-1,0.645412,0.00719867,-0.0346278,0.155577
Point-2,1.88334,-0.0390032,0.0429634,0.155577
Agent ID,4
Number of waypoints,4
Point-0,0,-0.0113074,-0.0197914,0.152751
Point-1,0.108202,-0.0221276,-0.0197914,0.152751
Point-2,0.979454,-0.0221276,-0.0197914,0.0656258
Point-3,1.08093,-0.0221276,-0.0096436,0.0656258
Agent ID,5
Number of waypoints,5
Point-0,0,-0.051507,0.0415672,0.107347
Point-1,0.565003,-0.0408148,0.00594619,0.117534
Point-2,0.920285,-0.0408148,-0.029582,0.117534
Point-3,1.53333,0.0204892,-0.029582,0.117534
Point-4,2.00256,0.0225266,-0.0314456,0.160557
