Agent ID,0
Number of waypoints,3
Point-0,0,0.0213246,0.0158391,0.159438
Point-1,0.310597,0.0213246,-0.0152206,0.159438
Point-2,0.511913,0.00325998,-0.0152206,0.157371
Agent ID,1
Number of waypoints,2
Point-0,0,-0.0222972,0.0119458,0.127653
Point-1,0.953799,0.0489543,0.0166682,0.108247
Agent ID,2
Number of waypoints,2
Point-0,0,0.0484423,-0.0377577,0.0753869
Point-1,2.10436,0.016754,0.0403897,0.175987
Agent ID,3
Number of waypoints,3
Point-0,0,0.0479939,-0.000788316,0.141485
Point-1,0.082027,0.0413452,-0.000788316,0.139931
Point-2,0.462705,0.0413452,0.0372795,0.139931
Agent ID,4
Number of waypoints,7
Point-0,0,0.0299529,0.0403198,0.106314
Point-1,0.4769,0.0287968,-0.00510901,0.107419
Point-2,1.01939,-0.00436182,-0.0250948,0.108524
Point-3,1.2147,-0.0194722,-0.0273048,0.110734
Point-4,1.3031,-0.0194722,-0.0317249,0.115154
Point-5,1.38811,-0.0194722,-0.0317249,0.123655
Point-6,1.55495,-0.0194722,-0.0317249,0.140339
Agent ID,5
Number of waypoints,5
Point-0,0,0.0141568,-0.0508075,0.151581
Point-1,0.133107,0.0110453,-0.0508075,0.141382
Point-2,1.01939,-0.00547127,-0.0508075,0.0692697
Point-3,1.01939,-0.00547127,-0.0508075,0.0692697
Point-4,2.04612,-0.0559485,-0.00512137,0.0627608
