Agent ID,0
Number of waypoints,2
Point-0,0,0.0202981,0.00351049,0.0889983
Point-1,0.43801,0.000599634,0.0129685,0.0743538
Agent ID,1
Number of waypoints,2
Point-0,0,-0.0178246,-0.00228116,0.109507
Point-1,0.525501,-0.0323058,0.0235918,0.0973111
Agent ID,2
Number of waypoints,2
Point-0,0,0.0212521,0.0301957,0.178714
Point-1,0.849717,-0.0134268,0.000199884,0.158417
Agent ID,3
Number of waypoints,3
Point-0,0,0.0478329,-0.0370031,0.112736
Point-1,0.323663,0.0265627,-0.0480992,0.112736
Point-2,0.613263,0.0265627,-0.0480992,0.141696
Agent ID,4
Number of waypoints,2
Point-0,0,-0.00722263,-0.0393063,0.158364
Point-1,0.646148,-0.0453801,-0.013996,0.157217
Agent ID,5
Number of waypoints,4
Point-0,0,0.0391728,0.0153065,0.157412
Point-1,0.525501,0.0391728,0.0127238,0.107445
Point-2,1.7952,-0.0183049,0.0419738,0.0672027
Point-3,2.16129,-0.0549145,0.0419738,0.0672027
