Agent ID,0
Number of waypoints,4
Point-0,0,-0.0292387,0.0505028,0.154049
Point-1,0.443915,-0.0292387,0.00611127,0.154049
Point-2,0.815235,-0.0292387,0.00611127,0.116917
Point-3,1.10145,-0.0578605,0.00611127,0.116917
Agent ID,1
Number of waypoints,3
Point-0,0,-0.00803192,0.0426267,0.0927141
Point-1,0.314131,-0.00803192,0.0426267,0.061301
Point-2,0.605852,0.00913935,0.0546275,0.061301
Agent ID,2
Number of waypoints,2
Point-0,0,0.019795,-0.00169474,0.103591
Point-1,1.11162,-0.0267358,-0.0564681,0.113449
Agent ID,3
Number of waypoints,2
Point-0,0,-0.0158863,-0.00198083,0.124159
Point-1,1.08514,-0.0551588,-0.0545153,0.140866
Agent ID,4
Number of waypoints,4
Point-0,0,0.0222631,0.0462813,0.117993
Point-1,0.491783,0.0222631,-0.00289702,0.117993
Point-2,0.663933,0.0222631,-0.00289702,0.135208
Point-3,0.706736,0.0179828,-0.00289702,0.135208
Agent ID,5
Number of waypoints,2
Point-0,0,-0.0320404,-0.0187617,0.0608839
Point-1,0.539445,-0.0387713,0.0106889,0.0786469
