Agent ID,0
Number of waypoints,3
Point-0,0,0.00182616,-0.0520055,0.164417
Point-1,0.025422,0.00182616,-0.0545477,0.164417
Point-2,0.0769125,4.81084e-05,-0.0545477,0.167788
Agent ID,1
Number of waypoints,2
Point-0,0,0.0558005,0.00479249,0.100813
Point-1,0.450938,0.0460047,0.00849253,0.132411
Agent ID,2
Number of waypoints,2
Point-0,0,-0.0350423,0.0464011,0.108256
Point-1,0.522532,-0.0582398,0.0535998,0.130113
Agent ID,3
Number of waypoints,2
Point-0,0,0.0285567,-0.000123657,0.146929
Point-1,0.367055,0.00272777,0.00337891,0.139555
Agent ID,4
Number of waypoints,3
Point-0,0,-0.0579652,0.0529189,0.0646932
Point-1,0.928105,-0.0516006,-0.033527,0.0646932
Point-2,1.63746,-0.0516006,-0.033527,0.135629
Agent ID,5
Number of waypoints,3
Point-0,0,0.0510869,-0.0487717,0.16351
Point-1,0.007528,0.0510869,-0.0495245,0.16351
Point-2,0.536348,0.0371189,-0.0495245,0.124596
