Agent ID,0
Number of waypoints,2
Point-0,0,0.0517166,-0.00538814,0.0938339
Point-1,0.8578,0.0437724,0.0470616,0.11922
Agent ID,1
Number of waypoints,2
Point-0,0,0.00732856,-0.0439158,0.128253
Point-1,0.424391,-0.00059168,-0.0407439,0.1596
Agent ID,2
Number of waypoints,2
Point-0,0,-0.00537932,0.0535684,0.0919769
Point-1,1.06483,0.00413243,-0.0141336,0.121246
Agent ID,3
Number of waypoints,3
Point-0,0,0.0244366,-0.0112203,0.134629
Point-1,0.761276,-0.011518,-0.0112203,0.174802
Point-2,0.980843,-0.011518,0.0107364,0.174802
Agent ID,4
Number of waypoints,4
Point-0,0,0.0586942,-0.0587606,0.126656
Point-1,0.424391,0.0236039,-0.0514118,0.126656
Point-2,0.945039,-0.0255189,-0.0514118,0.129598
Point-3,2.19248,-0.0504605,0.00225904,0.17573
Agent ID,5
Number of waypoints,5
Point-0,0,-0.0136447,0.0280443,0.17202
Point-1,1.11094,-0.0136447,-0.0210716,0.110042
Point-2,1.2552,-0.0136447,-0.0354978,0.110042
Point-3,1.31757,-0.00740793,-0.0354978,0.110042
Point-4,1.73763,0.0345986,-0.0354978,0.110042
