Agent ID,0
Number of waypoints,2
Point-0,0,0.0348442,-0.0135587,0.129309
Point-1,0.711963,0.0143811,0.00161149,0.164872
Agent ID,1
Number of waypoints,6
Point-0,0,-0.00675334,0.00727916,0.0630967
Point-1,0.408037,-0.00675334,-0.00474183,0.0918794
Point-2,0.546068,-0.00675334,-0.00474183,0.105683
Point-3,0.682081,-0.00675334,-0.00474183,0.119284
Point-4,0.816073,-0.00386586,-0.00744552,0.127092
Point-5,1.75916,0.050997,-0.00744552,0.166538
Agent ID,2
Number of waypoints,3
Point-0,0,0.0558009,0.0142631,0.0733026
Point-1,1.06432,-0.0428117,0.00644391,0.0733026
Point-2,1.36012,-0.0428117,0.00644391,0.102883
Agent ID,3
Number of waypoints,2
Point-0,0,0.0552842,-0.0318229,0.159417
Point-1,0.840017,0.0583168,-0.0319631,0.0785881
Agent ID,4
Number of waypoints,2
Point-0,0,-0.0251838,0.0389082,0.117339
Point-1,1.22744,-0.0474524,-0.035943,0.0917149
Agent ID,5
Number of waypoints,2
Point-0,0,0.0547252,0.0295124,0.105485
Point-1,1.37744,0.00795743,-0.0397999,0.0838215
